hauljoin,species_code,year,stratum,survey,lat_mid,long_mid,numcpue
-16678,21740,2017,42,98,57.665445,-169.655615,47858.12093948781
-16670,21720,2017,50,98,56.66887,-168.302285,217.79924232870775
-16670,21740,2017,50,98,56.66887,-168.302285,3484.787877259324
-16574,21720,2017,41,98,58.333835,-167.84554,1422.9480336030015
-16574,21740,2017,41,98,58.333835,-167.84554,11760.246983601277
-16558,21720,2017,31,98,56.347135,-166.409105,403.17170341012303
-16558,21740,2017,31,98,56.347135,-166.409105,55899.75667781356
-16543,21720,2017,31,98,55.66797,-165.17467,99.82771134609622
-16543,21740,2017,31,98,55.66797,-165.17467,1717.036635152855
-16519,21720,2017,31,98,57.002295,-164.605645,170.7775782787315
-16519,21740,2017,31,98,57.002295,-164.605645,105818.05694095901
-16685,21720,2017,42,98,57.50373,-170.593315,181.72830890904862
-16685,21740,2017,42,98,57.50373,-170.593315,9833.520715411853
-16588,21720,2017,41,98,58.335545,-168.462265,651.4251943443012
-16588,21740,2017,41,98,58.335545,-168.462265,6934.5262623748195
-16581,21720,2017,20,98,60.331355,-168.67253,875.3280729617461
-16581,21740,2017,20,98,60.331355,-168.67253,11182.316132086306
-16565,21720,2017,50,98,55.67909,-166.984005,75.83636083145242
-16565,21740,2017,50,98,55.67909,-166.984005,56005.15247402761
-16550,21720,2017,31,98,57.334995,-166.49582,175.03970173934982
-16550,21740,2017,31,98,57.334995,-166.49582,60104.25758474925
-16535,21720,2017,50,98,55.332365,-165.79166,0
-16535,21740,2017,50,98,55.332365,-165.79166,74.39239084869443
-16527,21720,2017,31,98,55.998885,-164.03229,313.7637693759423
-16527,21740,2017,31,98,55.998885,-164.03229,18217.90885939065
-16511,21720,2017,10,98,57.332565,-163.387055,302.26612635124
-16511,21740,2017,10,98,57.332565,-163.387055,57965.342537972414
-16772,21720,2017,41,98,58.337655,-169.12582,1737.1567447123173
-16772,21740,2017,41,98,58.337655,-169.12582,19807.82385739045
-16677,21720,2017,42,98,57.83769,-169.982085,149.06966685697896
-16677,21740,2017,42,98,57.83769,-169.982085,28451.010702989122
-16669,21720,2017,50,98,56.334585,-168.246335,153.21251067699683
-16669,21740,2017,50,98,56.334585,-168.246335,131.32500915171158
-16573,21720,2017,31,98,57.99206,-167.171465,253.32476082342706
-16573,21740,2017,31,98,57.99206,-167.171465,5277.599183821398
-16557,21720,2017,31,98,57.999475,-166.532055,444.8687847913985
-16557,21740,2017,31,98,57.999475,-166.532055,1818.1593813213678
-16542,21720,2017,50,98,55.33482,-165.157195,228.84416722940082
-16542,21740,2017,50,98,55.33482,-165.157195,5492.26001350562
-16518,21720,2017,31,98,57.33399,-164.615365,222.16554981015247
-16518,21740,2017,31,98,57.33399,-164.615365,5473.351272595574
-16779,21720,2017,20,98,60.33115,-169.990265,300.2448011342417
-16779,21740,2017,20,98,60.33115,-169.990265,8198.99264635814
-16684,21720,2017,42,98,57.656595,-170.904815,434.6314325452017
-16684,21740,2017,42,98,57.656595,-170.904815,46604.34315336958
-16580,21720,2017,20,98,59.99972,-168.65762,1732.277131193634
-16580,21740,2017,20,98,59.99972,-168.65762,11704.575210767796
-16564,21720,2017,50,98,55.33906,-166.97023,53.745691297504834
-16564,21740,2017,50,98,55.33906,-166.97023,1218.2356694101095
-16549,21720,2017,31,98,57.68482,-166.50893,186.20277183928863
-16549,21740,2017,31,98,57.68482,-166.50893,9289.4493950934
-16526,21720,2017,31,98,55.70059,-164.015765,57.549752528390826
-16526,21740,2017,31,98,55.70059,-164.015765,172.64925758517248
-16510,21720,2017,10,98,57.659065,-163.383975,317.2111808059321
-16510,21740,2017,10,98,57.659065,-163.383975,1015.0757785789827
-16771,21720,2017,41,98,58.33586,-169.731445,611.2835352255299
-16771,21740,2017,41,98,58.33586,-169.731445,15998.765628833697
-16676,21720,2017,42,98,57.671825,-168.39747,199.9100404817832
-16676,21740,2017,42,98,57.671825,-168.39747,29009.16809657876
-16668,21720,2017,50,98,56.011775,-168.2284,545.0320630250854
-16668,21740,2017,50,98,56.011775,-168.2284,625.7775538436166
-16587,21720,2017,20,98,58.67383,-168.479165,746.0111635668269
-16587,21740,2017,20,98,58.67383,-168.479165,17840.324111583832
-16572,21720,2017,31,98,57.658985,-167.13274,113.62937542977471
-16572,21740,2017,31,98,57.658985,-167.13274,38293.099519834075
-16556,21720,2017,10,98,57.996925,-165.908705,638.963920003714
-16556,21740,2017,10,98,57.996925,-165.908705,2895.305262516829
-16534,21720,2017,50,98,55.007185,-165.74993,172.3274016135474
-16534,21740,2017,50,98,55.007185,-165.74993,555.2771829769861
-16517,21720,2017,31,98,57.325675,-163.996195,83.58736229295515
-16517,21740,2017,31,98,57.325675,-163.996195,6791.473186302605
-16778,21720,2017,20,98,60.317725,-169.32908,2716.1470037056197
-16778,21740,2017,20,98,60.317725,-169.32908,15700.654631176385
-16683,21720,2017,42,98,57.83383,-170.62469,599.960114651578
-16683,21740,2017,42,98,57.83383,-170.62469,54676.365115247136
-16579,21720,2017,20,98,59.988565,-167.9912,1293.7843388208823
-16579,21740,2017,20,98,59.988565,-167.9912,7874.239165582268
-16563,21720,2017,50,98,55.011165,-166.949675,75.79262984888086
-16563,21740,2017,50,98,55.011165,-166.949675,94.74078731110109
-16548,21720,2017,31,98,57.663495,-165.889085,174.62675441224508
-16548,21740,2017,31,98,57.663495,-165.889085,3972.7586628785757
-16541,21720,2017,31,98,55.34313,-164.56089,217.77315623545127
-16541,21740,2017,31,98,55.34313,-164.56089,1702.5901305680736
-16525,21720,2017,31,98,55.33206,-164.03076,632.5854907661496
-16525,21740,2017,31,98,55.33206,-164.03076,3922.0300427501274
-16509,21720,2017,10,98,57.66833,-163.996685,603.7973722436461
-16509,21740,2017,10,98,57.66833,-163.996685,3989.3754951812334
-16770,21720,2017,41,98,58.347805,-170.38723,833.3649910400052
-16770,21740,2017,41,98,58.347805,-170.38723,73336.11921152045
-16675,21720,2017,42,98,57.50436,-168.75502,392.7319455233664
-16675,21740,2017,42,98,57.50436,-168.75502,20836.61155415638
-16586,21720,2017,20,98,58.993235,-168.53471,2039.8081305477203
-16586,21740,2017,20,98,58.993235,-168.53471,1466.112093831174
-16571,21720,2017,31,98,57.33757,-167.12021,383.5593900764928
-16571,21740,2017,31,98,57.33757,-167.12021,41243.91559175464
-16555,21720,2017,10,98,58.0026,-165.25227,647.5668051670408
-16555,21740,2017,10,98,58.0026,-165.25227,1618.9170129176018
-16533,21720,2017,50,98,54.830045,-165.515905,403.815525991644
-16533,21740,2017,50,98,54.830045,-165.515905,269.210350661096
-17388,21720,2017,71,143,63.996455,-163.062605,0
-17388,21740,2017,71,143,63.996455,-163.062605,0
-17373,21720,2017,71,143,63.336895,-166.02704,470.6200001667339
-17373,21740,2017,71,143,63.336895,-166.02704,313.7466667778226
-17359,21720,2017,70,143,61.64634,-166.74446,0
-17359,21740,2017,70,143,61.64634,-166.74446,341.5831645272032
-17324,21720,2017,70,143,62.947025,-170.469845,3021.3198224744983
-17324,21740,2017,70,143,62.947025,-170.469845,12689.543254392893
-17071,21720,2017,81,143,61.99573,-172.364775,157.5254994402219
-17071,21740,2017,81,143,61.99573,-172.364775,3623.0864871251033
-17432,21720,2017,71,143,63.324905,-168.243555,218.01015830444294
-17432,21740,2017,71,143,63.324905,-168.243555,4384.426517011575
-17417,21720,2017,70,143,61.677945,-167.418495,0
-17417,21740,2017,70,143,61.677945,-167.418495,462.000462000462
-17404,21720,2017,71,143,63.67658,-166.0585,558.5344057193923
-17404,21740,2017,71,143,63.67658,-166.0585,1804.4957723241905
-17387,21720,2017,71,143,63.666545,-163.06016,0
-17387,21740,2017,71,143,63.666545,-163.06016,0
-17372,21720,2017,70,143,63.001705,-166.03441,45.70086271803596
-17372,21740,2017,70,143,63.001705,-166.03441,754.0642348475933
-17358,21720,2017,70,143,61.3304,-166.911765,0
-17358,21740,2017,70,143,61.3304,-166.911765,191.52108085305022
-17084,21720,2017,70,143,62.337725,-171.055025,1317.9529975786568
-17084,21740,2017,70,143,62.337725,-171.055025,10236.101614527568
-17070,21720,2017,81,143,61.65951,-172.32618,42.72385054684393
-17070,21740,2017,81,143,61.65951,-172.32618,1004.0104878508322
-17431,21720,2017,70,143,63.00573,-168.223015,638.488647314297
-17431,21740,2017,70,143,63.00573,-168.223015,7815.101043126997
-17403,21720,2017,71,143,63.99298,-166.051665,510.80505942195254
-17403,21740,2017,71,143,63.99298,-166.051665,2598.4431283638455
-17386,21720,2017,71,143,64.04452,-171.358395,3520.3928122436537
-17386,21740,2017,71,143,64.04452,-171.358395,2895.8069907165536
-17371,21720,2017,70,143,62.991645,-166.75021,253.87598818054948
-17371,21740,2017,70,143,62.991645,-166.75021,853.9465056982119
-17323,21720,2017,70,143,62.99627,-171.11875,695.4697655845634
-17323,21740,2017,70,143,62.99627,-171.11875,17605.320351654947
-17083,21720,2017,81,143,62.337205,-171.727095,361.89435227221475
-17083,21740,2017,81,143,62.337205,-171.727095,14068.642944582349
-17069,21720,2017,81,143,61.335665,-172.25823,18.710304685337206
-17069,21740,2017,81,143,61.335665,-172.25823,1347.1419373442789
-17430,21720,2017,71,143,63.66954,-168.278,1337.0123456377464
-17430,21740,2017,71,143,63.66954,-168.278,6517.935184984014
-17416,21720,2017,71,143,64.32915,-168.33552,1325.8336977329961
-17416,21740,2017,71,143,64.32915,-168.33552,9280.835884130975
-17402,21720,2017,71,143,64.01534,-165.31265,0
-17402,21740,2017,71,143,64.01534,-165.31265,434.49876765287024
-17385,21720,2017,71,143,63.999185,-172.02633,508.80020840456535
-17385,21740,2017,71,143,63.999185,-172.02633,103772.11523233113
-17370,21720,2017,70,143,62.64254,-166.748705,344.6042826317512
-17370,21740,2017,70,143,62.64254,-166.748705,2458.177216106492
-17357,21720,2017,70,143,61.009925,-166.671805,0
-17357,21740,2017,70,143,61.009925,-166.671805,330.244061589813
-17322,21720,2017,70,143,63.260995,-171.11632,1052.6990287707222
-17322,21740,2017,70,143,63.260995,-171.11632,10366.796957242112
-17082,21720,2017,81,143,62.33073,-172.445615,65.64207268257883
-17082,21740,2017,81,143,62.33073,-172.445615,8883.560503042336
-17068,21720,2017,81,143,61.34035,-172.934065,126.17225856859466
-17068,21740,2017,81,143,61.34035,-172.934065,2649.617429940488
-17415,21720,2017,71,143,64.65996,-168.35471,1463.8429608159934
-17415,21740,2017,71,143,64.65996,-168.35471,12230.171833914266
-17401,21720,2017,71,143,64.332295,-165.336085,0
-17401,21740,2017,71,143,64.332295,-165.336085,1709.3209657461227
-17356,21720,2017,70,143,60.660985,-166.657365,0
-17356,21740,2017,70,143,60.660985,-166.657365,252.57187047379728
-17235,21720,2017,70,143,62.332535,-168.87068,2651.416857297837
-17235,21740,2017,70,143,62.332535,-168.87068,12230.729373986795
-17081,21720,2017,70,143,61.326445,-169.45852,1432.8555366618264
-17081,21740,2017,70,143,61.326445,-169.45852,52014.93035469201
-17067,21720,2017,81,143,61.66846,-173.03584,0
-17067,21740,2017,81,143,61.66846,-173.03584,1261.5755662602278
-17429,21720,2017,71,143,63.66578,-167.52785,479.0592196719345
-17429,21740,2017,71,143,63.66578,-167.52785,2155.7664885237054
-17414,21720,2017,71,143,64.651255,-169.162115,840.7343175305548
-17414,21740,2017,71,143,64.651255,-169.162115,28017.471131705737
-17400,21720,2017,71,143,65.21764,-168.89474,3012.144492239245
-17400,21740,2017,71,143,65.21764,-168.89474,19306.185958131857
-17384,21720,2017,70,143,63.69665,-172.10453,1799.9679918735358
-17384,21740,2017,70,143,63.69665,-172.10453,63429.30684406525
-17369,21720,2017,81,143,62.99291,-174.00057,19.075702842363658
-17369,21740,2017,81,143,62.99291,-174.00057,8946.504633068555
-17355,21720,2017,70,143,62.668365,-171.085385,298.2680024499734
-17355,21740,2017,70,143,62.668365,-171.085385,4665.763752610298
-17234,21720,2017,70,143,62.66072,-168.9003,3981.4089059093067
-17234,21740,2017,70,143,62.66072,-168.9003,27016.703290098867
-17080,21720,2017,70,143,60.99735,-169.43424,1070.0082628415853
-17080,21740,2017,70,143,60.99735,-169.43424,3661.80605505787
-17066,21720,2017,81,143,62.00502,-173.08487,22.363095811016453
-17066,21740,2017,81,143,62.00502,-173.08487,2370.488155967744
-17428,21720,2017,71,143,64.02824,-167.56579,1037.0259754266324
-17428,21740,2017,71,143,64.02824,-167.56579,14751.694500443848
-17413,21720,2017,71,143,65.00093,-168.344985,1454.1249480491142
-17413,21740,2017,71,143,65.00093,-168.344985,9542.694971572311
-17399,21720,2017,71,143,65.017215,-169.12043,2720.6624500858793
-17399,21740,2017,71,143,65.017215,-169.12043,27541.13217914804
-17383,21720,2017,81,143,63.66968,-172.73402,426.91191219139176
-17383,21740,2017,81,143,63.66968,-172.73402,25785.479496360065
-17368,21720,2017,81,143,62.669555,-173.18391,0
-17368,21740,2017,81,143,62.669555,-173.18391,1010.6245135990545
-17354,21720,2017,70,143,62.670315,-170.364475,917.5830194451746
-17354,21740,2017,70,143,62.670315,-170.364475,4506.35216216408
-17233,21720,2017,70,143,62.933075,-168.989575,2512.528395121177
-17233,21740,2017,70,143,62.933075,-168.989575,3626.780118174916
-17079,21720,2017,70,143,60.67054,-169.37521,366.59777378002906
-17079,21740,2017,70,143,60.67054,-169.37521,4834.508141724134
-17441,21720,2017,70,143,62.000165,-167.442495,246.87706128319067
-17441,21740,2017,70,143,62.000165,-167.442495,3860.2595037007995
-17427,21720,2017,71,143,64.006705,-168.29421,1294.4924121304618
-17427,21740,2017,71,143,64.006705,-168.29421,5609.467119232001
-17412,21720,2017,71,143,65.32591,-168.369805,1659.4375429649408
-17412,21740,2017,71,143,65.32591,-168.369805,3637.123381840966
-17382,21720,2017,81,143,63.325285,-172.691365,268.94899820842727
-17382,21740,2017,81,143,63.325285,-172.691365,15888.679278774782
-17367,21720,2017,81,143,62.66693,-173.914095,27.85671907685507
-17367,21740,2017,81,143,62.66693,-173.914095,1699.2598636881594
-17353,21720,2017,70,143,62.341735,-170.28428,626.4421219682812
-17353,21740,2017,70,143,62.341735,-170.28428,3410.6293307161973
-17092,21720,2017,70,143,61.33044,-168.742665,21.7277351823636
-17092,21740,2017,70,143,61.33044,-168.742665,738.7429962003623
-17078,21720,2017,81,143,60.67064,-170.756325,274.30422903744795
-17078,21740,2017,81,143,60.67064,-170.756325,4503.161093364771
-17065,21720,2017,81,143,62.343215,-173.17429,0
-17065,21740,2017,81,143,62.343215,-173.17429,13940.013866557507
-17440,21720,2017,70,143,60.672095,-168.01654,0
-17440,21740,2017,70,143,60.672095,-168.01654,30573.17370857516
-17425,21720,2017,71,143,63.670105,-169.01404,1926.444833625219
-17425,21740,2017,71,143,63.670105,-169.01404,4553.415061295972
-17411,21720,2017,71,143,65.256975,-167.869315,1089.9724383882417
-17411,21740,2017,71,143,65.256975,-167.869315,13150.75441968422
-17398,21720,2017,71,143,65.00784,-169.911015,493.5416851744799
-17398,21740,2017,71,143,65.00784,-169.911015,7446.041945893239
-17381,21720,2017,81,143,63.00844,-172.60711,19.581810847539938
-17381,21740,2017,81,143,63.00844,-172.60711,3681.380439337508
-17366,21720,2017,81,143,62.671085,-174.63527,61.27332588712645
-17366,21740,2017,81,143,62.671085,-174.63527,3696.8239951899623
-17352,21720,2017,70,143,62.002905,-170.256875,43.979585116384825
-17352,21740,2017,70,143,62.002905,-170.256875,4859.744155360523
-17091,21720,2017,70,143,60.99402,-168.71334,269.6618911792921
-17091,21740,2017,70,143,60.99402,-168.71334,2292.126075023983
-17064,21720,2017,81,143,62.341845,-173.883665,0
-17064,21740,2017,81,143,62.341845,-173.883665,497.9293607533074
-17439,21720,2017,70,143,61.005615,-168.035185,119.02933954190368
-17439,21740,2017,70,143,61.005615,-168.035185,22282.29236224437
-17424,21720,2017,71,143,63.66607,-169.75383,286.91720659703
-17424,21740,2017,71,143,63.66607,-169.75383,3203.9088070001676
-17397,21720,2017,71,143,64.65624,-169.90891,954.1220185448793
-17397,21740,2017,71,143,64.65624,-169.90891,3859.8572568406485
-17379,21720,2017,81,143,62.995355000000004,-173.23229,0
-17379,21740,2017,81,143,62.995355000000004,-173.23229,1564.239380162736
-17365,21720,2017,81,143,62.66936,-172.455735,44.54184260694496
-17365,21740,2017,81,143,62.66936,-172.455735,7215.778502325084
-17350,21720,2017,70,143,62.332845,-169.59543,2666.0102787783935
-17350,21740,2017,70,143,62.332845,-169.59543,5889.459070392269
-17077,21720,2017,81,143,61.00328,-170.818175,44.397457135642554
-17077,21740,2017,81,143,61.00328,-170.818175,4883.7202849206815
-17063,21720,2017,81,143,62.34029,-174.64544,0
-17063,21740,2017,81,143,62.34029,-174.64544,844.6670322558847
-17438,21720,2017,70,143,62.338825,-167.437215,143.11197417172335
-17438,21740,2017,70,143,62.338825,-167.437215,3267.72341025435
-17423,21720,2017,71,143,63.99308,-169.79379,1290.7482037087498
-17423,21740,2017,71,143,63.99308,-169.79379,5282.506537400624
-17410,21720,2017,71,143,64.97021,-167.600485,23.020671181480697
-17410,21740,2017,71,143,64.97021,-167.600485,713.6408066259016
-17396,21720,2017,71,143,64.61832,-170.687745,762.2112595541064
-17396,21740,2017,71,143,64.61832,-170.687745,34003.09119010819
-17378,21720,2017,81,143,63.336025,-173.41213,132.49079785163522
-17378,21740,2017,81,143,63.336025,-173.41213,7375.321080407693
-17364,21720,2017,70,143,62.668955,-171.81505,23.804649524145056
-17364,21740,2017,70,143,62.668955,-171.81505,10331.217893478954
-17090,21720,2017,70,143,60.66639,-168.7065,530.7725052273015
-17090,21740,2017,70,143,60.66639,-168.7065,2907.7102460278256
-17076,21720,2017,81,143,61.335425,-170.84629,381.4518285465579
-17076,21740,2017,81,143,61.335425,-170.84629,19970.12514155509
-17062,21720,2017,81,143,62.33537,-175.29846,144.18735358675414
-17062,21740,2017,81,143,62.33537,-175.29846,3089.729005430446
-17437,21720,2017,70,143,62.66205,-167.4697,142.24948017298294
-17437,21740,2017,70,143,62.66205,-167.4697,4551.983365535454
-17409,21720,2017,71,143,64.70436,-167.60711,800.0536035914406
-17409,21740,2017,71,143,64.70436,-167.60711,5355.914401820478
-17395,21720,2017,71,143,64.32803,-164.53456,0
-17395,21740,2017,71,143,64.32803,-164.53456,25.804011718737097
-17377,21720,2017,71,143,63.670105,-163.82735,0
-17377,21740,2017,71,143,63.670105,-163.82735,73.17044616411253
-17349,21720,2017,70,143,62.00914,-169.54835,807.6934972596536
-17349,21740,2017,70,143,62.00914,-169.54835,3585.3711341769986
-17089,21720,2017,70,143,60.675075,-170.05565000000001,1124.7071381571648
-17089,21740,2017,70,143,60.675075,-170.05565000000001,55089.020786274974
-17075,21720,2017,81,143,61.67597,-170.909965,175.65484455402574
-17075,21740,2017,81,143,61.67597,-170.909965,7553.158315823107
-17436,21720,2017,70,143,62.333685,-168.15468,187.94955772179952
-17436,21740,2017,70,143,62.333685,-168.15468,4134.890269879589
-17422,21720,2017,71,143,64.0077,-169.05261,491.7120637672908
-17422,21740,2017,71,143,64.0077,-169.05261,5564.110195261448
-17408,21720,2017,71,143,64.32386,-167.576155,1478.1542353758605
-17408,21740,2017,71,143,64.32386,-167.576155,2709.949431522411
-17394,21720,2017,71,143,63.994645,-164.545345,0
-17394,21740,2017,71,143,63.994645,-164.545345,68.82359823536294
-17363,21720,2017,70,143,63.000515,-171.79863,627.8169079613687
-17363,21740,2017,70,143,63.000515,-171.79863,11367.97044058621
-17348,21720,2017,70,143,61.665805,-169.50274,798.3216086499743
-17348,21740,2017,70,143,61.665805,-169.50274,5078.212455023448
-17088,21720,2017,70,143,60.99503,-170.13331,899.8488662926841
-17088,21740,2017,70,143,60.99503,-170.13331,64073.32950215862
-17074,21720,2017,81,143,61.3312,-171.5116,198.89490015575458
-17074,21740,2017,81,143,61.3312,-171.5116,4309.389503374683
-17421,21720,2017,71,143,64.293450000000007,-169.138915,1299.1925900168512
-17421,21740,2017,71,143,64.293450000000007,-169.138915,11081.348561908437
-17407,21720,2017,71,143,63.30944,-166.789535,339.27272650165287
-17407,21740,2017,71,143,63.30944,-166.789535,360.4772719080062
-17393,21720,2017,71,143,64.00198,-163.79239,0
-17393,21740,2017,71,143,64.00198,-163.79239,0
-17376,21720,2017,71,143,63.681265,-164.613185,0
-17376,21740,2017,71,143,63.681265,-164.613185,78.6430694117362
-17362,21720,2017,70,143,63.3188,-171.917565,170.776832387594
-17362,21740,2017,70,143,63.3188,-171.917565,5635.635468790602
-17347,21720,2017,70,143,61.6664,-168.80322,1914.04833111649
-17347,21740,2017,70,143,61.6664,-168.80322,7971.4483437086765
-17087,21720,2017,70,143,61.33137,-170.177395,832.1148540395869
-17087,21740,2017,70,143,61.33137,-170.177395,16919.668698804933
-17073,21720,2017,81,143,61.674145,-171.58834,45.253875372184844
-17073,21740,2017,81,143,61.674145,-171.58834,6199.780925989323
-17435,21720,2017,70,143,62.658195,-168.186235,1138.789897625211
-17435,21740,2017,70,143,62.658195,-168.186235,6929.657674910859
-17420,21720,2017,70,143,60.67349,-167.31228,21.378908834175604
-17420,21740,2017,70,143,60.67349,-167.31228,192.41017950758044
-17406,21720,2017,71,143,63.663385,-166.80781,182.74183658713295
-17406,21740,2017,71,143,63.663385,-166.80781,974.6231284647091
-17375,21720,2017,71,143,63.648305,-165.336585,0
-17375,21740,2017,71,143,63.648305,-165.336585,590.5660847582807
-17361,21720,2017,70,143,62.325495,-166.72352,0
-17361,21740,2017,70,143,62.325495,-166.72352,920.5317098925906
-17346,21720,2017,70,143,61.99596,-168.84087,1943.206578186576
-17346,21740,2017,70,143,61.99596,-168.84087,5742.2846074502195
-17086,21720,2017,70,143,61.673,-170.220995,1545.705084259432
-17086,21740,2017,70,143,61.673,-170.220995,14150.821193924377
-17072,21720,2017,70,143,61.99557,-171.651825,442.90657955673305
-17072,21740,2017,70,143,61.99557,-171.651825,8671.644610268668
-17434,21720,2017,70,143,62.999245,-167.48401,187.54141734988787
-17434,21740,2017,70,143,62.999245,-167.48401,5602.7998433279
-17419,21720,2017,70,143,60.997285,-167.32733,0
-17419,21740,2017,70,143,60.997285,-167.32733,312.46996382472736
-17405,21720,2017,71,143,63.99897,-166.8175,1191.9639048235642
-17405,21740,2017,71,143,63.99897,-166.8175,1798.4016809618688
-17392,21720,2017,71,143,64.33843,-163.78699,0
-17392,21740,2017,71,143,64.33843,-163.78699,99.66357811729671
-17374,21720,2017,71,143,63.324515,-165.340775,24.863736776967507
-17374,21740,2017,71,143,63.324515,-165.340775,273.5011045466426
-17360,21720,2017,70,143,61.999265,-166.69886,22.17412949190488
-17360,21740,2017,70,143,61.999265,-166.69886,643.0497552652415
-17325,21720,2017,70,143,62.66808,-169.599595,6790.453499914649
-17325,21740,2017,70,143,62.66808,-169.599595,12181.028893693048
-17085,21720,2017,70,143,61.996055,-170.96093,147.87934262477552
-17085,21740,2017,70,143,61.996055,-170.96093,9992.418437359831
-17433,21720,2017,71,143,63.330605,-167.508015,570.4905762563343
-17433,21740,2017,71,143,63.330605,-167.508015,2044.2578982518648
-17418,21720,2017,70,143,61.344735,-167.372165,22.487803177751466
-17418,21740,2017,70,143,61.344735,-167.372165,1349.268190665088
-17389,21720,2017,71,143,64.00461,-162.333805,0
-17389,21740,2017,71,143,64.00461,-162.333805,0
-23741,21720,2024,90,98,61.00126,-175.551875,646.8800773115379
-23741,21740,2024,90,98,61.00126,-175.551875,40842.669708876754
-23883,21720,2024,61,98,57.662855,-172.788935,135.38580011450932
-23883,21740,2024,61,98,57.662855,-172.788935,33553.114128379224
-23828,21720,2024,61,98,59.335995,-175.746245,177.36088982384092
-23828,21740,2024,61,98,59.335995,-175.746245,46965.163625353074
-23685,21720,2024,42,98,58.00354,-170.97263,3170.127524112867
-23685,21740,2024,42,98,58.00354,-170.97263,15490.906837686278
-23723,21720,2024,82,98,61.66368,-173.668415,687.838402163898
-23723,21740,2024,82,98,61.66368,-173.668415,1521.5819199383197
-23700,21720,2024,43,98,59.990855,-172.594695,713.3824670823712
-23700,21740,2024,43,98,59.990855,-172.594695,8798.383760682578
-23796,21720,2024,61,98,59.984545,-175.92399,609.8348740963886
-23796,21740,2024,61,98,59.984545,-175.92399,52628.74963451834
-23766,21720,2024,62,98,60.006825,-174.593185,522.13628091099
-23766,21740,2024,62,98,60.006825,-174.593185,10108.558398436766
-23892,21720,2024,50,98,56.33889,-169.324885,392.8753710271351
-23892,21740,2024,50,98,56.33889,-169.324885,166928.3798675294
-23857,21720,2024,61,98,58.668495,-173.00771,938.0914582886344
-23857,21740,2024,61,98,58.668495,-173.00771,14897.785778059979
-23846,21720,2024,61,98,58.68769,-174.939825,47.06402825724257
-23846,21740,2024,61,98,58.68769,-174.939825,2447.3294693766134
-23698,21720,2024,43,98,60.007985,-173.285785,655.6018946894757
-23698,21740,2024,43,98,60.007985,-173.285785,19817.057271295515
-23764,21720,2024,43,98,60.32823,-174.076725,593.6667184112038
-23764,21740,2024,43,98,60.32823,-174.076725,10542.702068336894
-23758,21720,2024,41,98,60.659285,-174.831185,451.8280316692722
-23758,21740,2024,41,98,60.659285,-174.831185,27410.90058793585
-23748,21720,2024,90,98,61.332685,-176.321675,277.49046841586414
-23748,21740,2024,90,98,61.332685,-176.321675,2753.559263511267
-23535,21720,2024,32,98,56.672345,-169.512675,1072.5285116622392
-23535,21740,2024,32,98,56.672345,-169.512675,23662.660288548155
-23870,21720,2024,61,98,57.992555,-173.45892,108.72513795860942
-23870,21740,2024,61,98,57.992555,-173.45892,37031.78198870237
-23827,21720,2024,61,98,59.336605,-175.08432,277.87850873719503
-23827,21740,2024,61,98,59.336605,-175.08432,52275.89445618481
-23721,21720,2024,41,98,60.997075,-174.189045,421.7193921336682
-23721,21740,2024,41,98,60.997075,-174.189045,14233.0294845113
-23733,21720,2024,82,98,61.99277,-175.84529,356.9767800705147
-23733,21740,2024,82,98,61.99277,-175.84529,2945.0584355817464
-23886,21720,2024,61,98,56.67495,-172.560765,529.8533507219429
-23886,21740,2024,61,98,56.67495,-172.560765,19560.41953081839
-23845,21720,2024,61,98,58.654885,-175.557335,216.69193374870449
-23845,21740,2024,61,98,58.654885,-175.557335,31444.407275089783
-23804,21720,2024,61,98,60.005345,-176.71579,227.69183549447038
-23804,21740,2024,61,98,60.005345,-176.71579,9471.980356569968
-23726,21720,2024,82,98,61.6664,-174.42157,214.54724738027085
-23726,21740,2024,82,98,61.6664,-174.42157,2741.437049859016
-23719,21720,2024,41,98,60.66667,-173.471775,104.18606263866123
-23719,21740,2024,41,98,60.66667,-173.471775,4813.396093906149
-23738,21720,2024,90,98,61.34286,-175.701645,184.55896068205118
-23738,21740,2024,90,98,61.34286,-175.701645,3978.2709302575477
-23794,21720,2024,61,98,59.669375,-175.13382,184.79594257100598
-23794,21740,2024,61,98,59.669375,-175.13382,52461.51480765781
-23775,21720,2024,61,98,60.336445,-175.40425,499.98258393999276
-23775,21740,2024,61,98,60.336445,-175.40425,11624.595076604832
-23898,21720,2024,61,98,59.336835,-177.026545,110.06636847926384
-23898,21740,2024,61,98,59.336835,-177.026545,186848.6671303983
-23869,21720,2024,61,98,58.004035,-172.82521,830.3234109685723
-23869,21740,2024,61,98,58.004035,-172.82521,400319.6745132229
-23852,21720,2024,61,98,58.68028,-173.63641,240.64330693957544
-23852,21740,2024,61,98,58.68028,-173.63641,28199.020240464793
-23811,21720,2024,62,98,59.33106,-173.802665,720.2456692500933
-23811,21740,2024,62,98,59.33106,-173.802665,14252.134000615482
-23706,21720,2024,43,98,59.977455,-171.93012,169.3695219545243
-23706,21740,2024,43,98,59.977455,-171.93012,8277.935385527375
-23717,21720,2024,41,98,60.66331,-172.09063,65.05073697280932
-23717,21740,2024,41,98,60.66331,-172.09063,1864.7877932205336
-23773,21720,2024,61,98,60.338085,-176.71376,688.1033806519091
